wn_synset	babelnet_id	pos	lemmata en	lemmata it	definition	confidence	dist_from_music	dist_from_entity
n11174901	bn:00040383n	n	Menotti, Gian_Carlo_Menotti	gian-carlo_menotti, gian_carlo_menotti, giancarlo_menotti	United States composer (born in Italy) of operas (born in 1911)	0.417	12	8
n10220486	bn:00048069n	n	jazz_musician, jazzman	giazzista, jazzista	a musician who plays or composes jazz music	1.0	11	7
n07055805	bn:00040453n	n	jig, gigue	giga	music in three-four time for dancing a jig	0.601	2	6
n07278365	bn:00040462n	n	Gilbert_and_Sullivan	gilbert_&_sullivan, gilbert_e_sullivan	the music of Gilbert and Sullivan	0.451	1	5
n11271720	bn:00040482n	n	Rossini, Giloacchino_Antonio_Rossini	gioacchino_rossini, gioachino_antonio_rossini, gioachino_rossini, rossini	Italian composer remembered for his operas (1792-1868)	0.459	12	8
n00338994	bn:00048523n	n	juggle, juggling	giochi_di_destrezza	the act of rearranging things to give a misleading impression	1.0	13	11
n09875786	bn:00013240n	n	broadcaster	giornalista_radiotelevisivo	someone who broadcasts on radio or television	0.6	9	5
n11144860	bn:00040381n	n	Lully, Jean_Baptiste_Lully, Lulli, Giambattista_Lulli	giovanni_battista_lulli, jean-baptiste_lully	French composer (born in Italy) who was the court composer to Louis XIV and founded the national French opera (1632-1687)	0.443	12	8
n11221268	bn:00040524n	n	Palestrina, Giovanni_Pierluigi_da_Palestrina	giovanni_da_palestrina, giovanni_pierluigi_da_palestrina, pier_luigi_da_palestrina, pierluigi_da_palestrina	Italian composer (1526-1594)	0.467	12	8
n10226219	bn:00048514n	n	Judith	giuditta, юдифь	Jewish heroine in one of the books of the Apocrypha; she saved her people by decapitating the Assyrian general Holofernes	0.608	11	7
n11363020	bn:00040560n	n	Verdi, Giuseppe_Verdi, Guiseppe_Fortunino_Francesco_Verdi	giuseppe_verdi, giuseppe_fortunino_francesco_verdi	Italian operatic composer (1813-1901)	0.382	12	8
n08229605	bn:00040647n	n	glee_club	glee_club	a club organized to sing together	0.2	9	7
n11180209	bn:00003155n	n	Miller, Glenn_Miller, Alton_Glenn_Miller	glenn_miller	United States bandleader of a popular big band (1909-1944)	0.499	13	9
n06857122	bn:00040676n	n	glissando	glissando, glissato, strisciando	a rapid series of ascending or descending notes on the musical scale	0.726	2	6
v01050651	bn:00086659v	v	yodel, warble, descant	gorgheggiare	sing by changing register; sing by yodeling	1.0	99	99
n06860177	bn:00070859n	n	trill, shake	gorgheggio, trillo	a note that alternates rapidly with another note a semitone above it	0.857	8	8
n07061334	bn:00041147n	n	gospel, gospel_singing	gospel, musica_gospel	folk music consisting of a genre of a cappella music originating with Black slaves in the United States and featuring call and response; influential on the development of other genres of popular music (especially soul)	0.529	4	7
n07033433	bn:00041253n	n	gradual	graduale	(Roman Catholic Church) an antiphon (usually from the Book of Psalms) immediately after the epistle at Mass	0.194	4	7
n07392982	bn:00069819n	n	scrape, scraping, scratch, scratching	graffio, incrinatura, raschio, scratch, sfregamento, strappo	a harsh noise made by scraping	0.229	9	7
n03452267	bn:00000974n	n	gramophone, acoustic_gramophone	grammofono, grammofono_acustico	an antique record player; the sound of the vibrating needle is amplified acoustically	1.0	13	9
n07384614	bn:00042002n	n	grunt, oink	grugnito	the short low gruff noise of the kind made by hogs	0.333	9	7
n08250501	bn:00068051n	n	rock_group, rock_band	gruppo_rock, insieme	a band of musicians who play rock'n'roll music	0.894	9	7
n11149630	bn:00042278n	n	Mahler, Gustav_Mahler	gustav_mahler	Austrian composer and conductor (1860-1911)	0.53	12	8
n07055612	bn:00042387n	n	habanera	habanera	music composed in duple time for dancing the habanera	0.583	2	6
n11390364	bn:00042871n	n	Williams, Hank_Williams, Hiram_Williams, Hiram_King_Williams	hank_williams_sr, hank_williams	United States country singer and songwriter (1923-1953)	0.488	12	8
n07035061	bn:00042991n	n	Hare_Krishna	hare_kṛṣṇa	a chant to the Hindu god Krishna	0.333	5	8
n07065149	bn:00043479n	n	heavy_metal, heavy_metal_music	heavy-metal, heavy_metal, metal, musica_metal	loud and harsh sounding rock music with a strong beat; lyrics usually involve violent or fantastic imagery	0.744	4	7
n03510866	bn:00008932n	n	heckelphone, basset_oboe	heckelfono, heckelphone, heckelphon	an oboe pitched an octave below the ordinary oboe	0.727	17	13
n10847653	bn:00010031n	n	Berlioz, Hector_Berlioz, Louis-Hector_Berlioz	hector_berlioz, hector_louis_berlioz	French composer of romantic works (1803-1869)	0.4	12	8
n11366548	bn:00043565n	n	Villa-Lobos, Heitor_Villa-Lobos	heitor_villa-lobos, heitor_villa_lobos, villa-lobos, villa_lobos	Brazilian composer (1887-1959)	0.44	12	8
n11248599	bn:00043731n	n	Purcell, Henry_Purcell	henry_purcell	English organist at Westminster Abbey and composer of many theatrical pieces (1659-1695)	0.435	12	8
n11395773	bn:00071810n	n	Wood, Sir_Henry_Wood, Sir_Henry_Joseph_Wood	henry_wood	English conductor (1869-1944)	0.664	12	8
n03517760	bn:00043977n	n	hi-fi, high_fidelity_sound_system	hi-fi, impianto_hi-fi	equipment for the reproduction of sound with high fidelity	0.5	13	9
n11050870	bn:00044172n	n	Hindemith, Paul_Hindemith	hindemith, paul_hindemith	German neoclassical composer and conductor who believed that music should have a social purpose (1895-1963)	0.552	12	8
n07064055	bn:00044202n	n	rap, rap_music, hip-hop	hip-hop, hip_hop, musica_hip-hop, musica_hip_hop	genre of African-American music of the 1980s and 1990s in which rhyming lyrics are chanted to a musical accompaniment; several forms of rap have emerged	0.679	3	6
n02795670	bn:00008703n	n	barrelhouse, honky-tonk	honky-tonk, honky_tonk	a cheap drinking and dancing establishment	0.675	13	9
n07122639	bn:00044886n	n	hosanna	hosanna, osanna	a cry of praise or adoration (to God)	0.233	4	6
n11123262	bn:00045116n	n	Ledbetter, Huddie_Leadbetter, Leadbelly	huddie_ledbetter, huddie_william_ledbetter, lead_belly, lead_belly,_folk_singer_and_composer	United States folk singer and composer (1885-1949)	0.549	12	8
n11394398	bn:00045139n	n	Wolf, Hugo_Wolf	hugo_wolf	Austrian composer (1860-1903)	0.527	12	8
n07042405	bn:00054527n	n	Messiah	hwv_56, messiah	an oratorio composed by Handel in 1742	0.669	4	7
n05763412	bn:00045825n	n	identity	identità	the individual characteristics by which a thing or person is recognized or known	0.25	10	8
n11321841	bn:00045895n	n	Stravinsky, Igor_Stravinsky, Igor_Fyodorovich_Stravinsky	igor_fyodorovich_stravinskij, igor_stravinskii, igor_stravinskij, igor_stravinsky, stravinskij, igor'_fëdorovič_stravinskij	composer who was born in Russia but lived in the United States after 1939 (1882-1971)	0.455	12	8
n07278775	bn:00074571n	n	Stravinsky	igor_stravinsky, stravinsky	the music of Stravinsky	1.0	1	5
a00419289	bn:00101429a	a	dirty, soiled, unclean	immondo, laido, lercio, lordo, lurido, sordido, sozzo, sporco, sudicio	soiled or likely to soil with dirt or grime	0.8	99	99
n06656274	bn:00045635n	n	hypothetical_imperative	imperativo_ipotetico	a principle stating the action required to attain a desired goal	0.0	7	7
n04315948	bn:00074217n	n	stereo, stereophony, stereo_system, stereophonic_system	impianto_stereofonico, impianto_stereo, stereo	reproducer in which two microphones feed two or more loudspeakers to give a three-dimensional effect to the sound	0.323	13	9
n07239927	bn:00046186n	n	impromptu	impromptu, improvviso	a short musical passage that seems to have been made spontaneously without advance preparation	0.333	3	7
n00099588	bn:00032406n	n	extemporization, extemporisation, improvisation	improvvisazione	a performance given extempore without planning or preparation	0.349	13	11
n13978033	bn:00046283n	n	incident	incidente	a public disturbance	0.5	8	6
n04391838	bn:00076101n	n	tape, tape_recording, taping	incisione	a recording made on magnetic tape	0.219	13	9
n14498096	bn:00027387n	n	dirt, filth, grime, soil, stain, grease, grunge	incrostazione, lerciume, luridezza, sozzume, sozzura, sporchizia, sporcizia, sporco_ostinato, sporco, sudiciume, sudicio, untume	the state of being covered with unclean things	0.729	9	7
n06864524	bn:00056473n	n	time_signature, musical_time_signature	indicazione_del_tempo	a musical notation indicating the number of beats to a measure and kind of note that takes a beat	0.829	7	7
n00950217	bn:00018108n	n	chemical_engineering	ingegneria_chimica	the activity of applying chemistry to the solution of practical problems	0.333	11	9
n07049055	bn:00056917n	n	national_anthem	inno_nazionale	a song formally adopted as the anthem for a nation	0.24	4	8
n07049205	bn:00053539n	n	Marseillaise	inno_nazionale_francese, la_marseillaise, la_marsigliese, marsigliese	the French national anthem	0.262	5	9
n07049291	bn:00076787n	n	The_Star-Spangled_Banner	inno_nazionale_statunitense, the_star-spangled_banner, the_star_spangled_banner	a poem written by Francis Scott Key during the War of 1812 was set to music and adopted by Congress in 1931 as the national anthem of the United States	0.276	5	9
n07035870	bn:00004527n	n	hymn, anthem	inno_religioso, innodia, inni, inno	a song of praise (to God or to a saint or to a nation)	0.196	4	7
n01255549	bn:00045466n	n	psalmody, hymnody	innodia, litania, salmodia	the act of singing psalms or hymns	0.189	11	9
n06396812	bn:00046884n	n	insert	inserto	a folded section placed between the leaves of another publication	0.5	2	6
n06816335	bn:00075811n	n	tablature	intavolatura, tablatura, tablature, tabulatura	a musical notation indicating the fingering to be used	0.561	7	7
n07050177	bn:00018783n	n	refrain, chorus	intercalare, refrain, ripresa, riprese, ritornelli, ritornello	the part of a song where a soloist is joined by a group of singers	0.66	1	5
n07040292	bn:00047125n	n	intermezzo	intermezzo	a short movement coming between the major sections of a symphony	1.0	3	7
n07039620	bn:00047126n	n	intermezzo	intermezzo	a short piece of instrumental music composed for performance between acts of a drama or opera	0.66	2	6
n07036768	bn:00047165n	n	Internationale	internazionale, l'internazionale	a revolutionary socialist anthem	0.18	5	8
n05126611	bn:00047168n	n	internationality, internationalism	internazionalità	quality of being international in scope	1.0	9	7
n01254978	bn:00047255n	n	intonation	intonazione	singing by a soloist of the opening piece of plainsong	1.0	11	9
n01254685	bn:00017702n	n	intonation, chanting	intonazione	the act of singing in a monotonous tone	0.267	11	9
n07029088	bn:00071549n	n	signature, signature_tune, theme_song	intro, sigla_musicale, sigla_televisiva, sigla	a melody used to identify a performer or a dance band or radio/tv program	0.402	2	6
n07045245	bn:00047288n	n	intro	introduzione	a brief introductory passage to a piece of popular music	0.717	3	7
n07040820	bn:00059923n	n	overture	introduzione, ouverture, overtura, overture, preludio	orchestral music played at the beginning of an opera or oratorio	0.716	1	5
n07040413	bn:00047292n	n	introit	introito	a composition of vocal music that is appropriate for opening church services	0.113	2	6
v00387153	bn:00089882v	v	invert	invertire	make an inversion (in a musical composition)	1.0	99	99
n10997068	bn:00040319n	n	Gershwin, Ira_Gershwin	ira_gershwin	United States lyricist who frequently collaborated with his brother George Gershwin (1896-1983)	0.509	11	7
n10847454	bn:00010026n	n	Berlin, Irving_Berlin, Israel_Baline	irving_berlin, israel_isidore_baline, israel_isidore_beilin	United States songwriter (born in Russia) who wrote more than 1500 songs and several musical comedies (1888-1989)	0.391	13	9
n11316828	bn:00047581n	n	Stern, Isaac_Stern	isaac_stern	United States concert violinist (born in Russia in 1920)	0.487	12	8
n11023883	bn:00036624n	n	Halevy, Fromental_Halevy, Jacques_Francois_Fromental_Elie_Halevy	jacques_halévy, fromental_halévy, jacques_fromental_halévy, jacques_françois_fromental_halévy	French operatic composer (1799-1862)	0.376	12	8
n11070531	bn:00045694n	n	Ibert, Jacques_Francois_Antoine_Ibert	jacques_ibert	French composer (1890-1962)	0.393	12	8
n11212534	bn:00047870n	n	Offenbach, Jacques_Offenbach	jacques_offenbach	French composer of many operettas and an opera (1819-1880)	0.465	12	8
n11192533	bn:00047932n	n	Morrison, Jim_Morrison, James_Douglas_Morrison	james_douglas_morrison, jim_morrison	United States rock singer (1943-1971)	0.303	13	9
n11167952	bn:00053977n	n	McCartney, Paul_McCartney, Sir_James_Paul_McCartney	james_paul_mccartney, paul_mccartney	English rock star and bass guitarist and songwriter who with John Lennon wrote most of the music for the Beatles (born in 1942)	0.558	13	9
n00102374	bn:00047902n	n	jam_session	jam-session, jam_session, jamsession	an impromptu jazz concert	0.812	12	10
n11299367	bn:00048086n	n	Sibelius, Jean_Sibelius, Johan_Julius_Christian_Sibelius	jan_sibelius, jean_sibelius, sibelius	Finnish composer (1865-1957)	0.464	12	8
n11091545	bn:00047971n	n	Joplin, Janis_Joplin	janis_joplin	United States singer who died of a drug overdose at the height of her popularity (1943-1970)	0.479	12	8
n07062697	bn:00048065n	n	jazz	jazz	a genre of popular music that originated in New Orleans around 1900 and developed through increasingly complex styles	0.755	3	6
n11252915	bn:00048077n	n	Rameau, Jean-Philippe_Rameau	jean-philippe_rameau	French composer of operas whose writings laid the foundation for the modern theory of harmony (1683-1764)	0.47	12	8
n11193058	bn:00034094n	n	Morton, Jelly_Roll_Morton, Ferdinand_Joseph_La_Menthe_Morton	jelly_roll_morton	United States jazz musician who moved from ragtime to New Orleans jazz (1885-1941)	0.531	12	8
n11132768	bn:00048119n	n	Lind, Jenny_Lind, Swedish_Nightingale	jenny_goldschmidt, jenny_lind-goldschmidt, jenny_lind	Swedish soprano who toured the United States under the management of P. T. Barnum (1820-1887)	0.313	13	9
n11102353	bn:00048139n	n	Kern, Jerome_Kern, Jerome_David_Kern	jerome_david_kern, jerome_kern	United States composer of musical comedies (1885-1945)	0.404	12	8
n11131358	bn:00048143n	n	Lewis, Jerry_Lee_Lewis	jerry_lee_lewis	United States rock star singer and pianist (born in 1935)	0.507	12	8
n11209428	bn:00048159n	n	Norman, Jessye_Norman	jessye_norman	United States operatic soprano (born in 1945)	0.688	13	9
n11040024	bn:00043692n	n	Hendrix, Jimi_Hendrix, James_Marshall_Hendrix	jimi_hendrix	United States guitarist whose innovative style with electric guitars influenced the development of rock music (1942-1970)	0.619	12	8
n11325867	bn:00025103n	n	Sutherland, Joan_Sutherland, Dame_Joan_Sutherland	joan_sutherland	Australian operatic soprano (born in 1926)	0.67	13	9
