wn_synset	babelnet_id	pos	lemmata en	lemmata nl	definition	confidence	dist_from_music	dist_from_entity																	
wn:04064213n	bn:00066591n	n	recording_system	opnamesysteem	audio system for recoding sound	1	12	8	YES																
wn:08217865n	bn:00066761n	n	reed_section	riet_sectie	the section of a band or orchestra that plays reed instruments	1	9	7	YES																
wn:07056680n	bn:00066767n	n	reel	spoel	music composed for dancing a reel	1	2	6	YES																
wn:00540211n	bn:00066769n	n	reel, Scottish_reel	reel, haspel, schotse_haspel	"a lively dance of Scottish Highlanders; marked by circular moves and gliding steps"	0,621	14	12	YES																
wn:07066285n	bn:00066875n	n	reggae	reggae, reggea, raggae, reggae_muziek	"popular music originating in the West Indies; repetitive bass riffs and regular chords played on the off beat by a guitar"	0,624	3	6	YES																
wn:10516422n	bn:00066877n	n	regicide	vorstenmoordenaar, koningsmoordenaar	"someone who commits regicide; the killer of a king"	0,25	9	5	NO																
wn:08830005n	bn:00066883n	n	Regina	regina	the provincial capital of Saskatchewan	0,621	14	10	NO																
wn:05126849n	bn:00066891n	n	register	register	(music) the timbre that is characteristic of a certain range and manner of production of the human voice or of different pipe organ stops or of different musical instruments	0,73	8	6	YES																
wn:07027651n	bn:00066951n	n	reharmonization, reharmonisation	reharmonisation, reharmonization	a piece of music whose original harmony has been revised	0,918	3	7	YES																
wn:11257031n	bn:00066958n	n	Reich, Steve_Reich, Stephen_Michael_Reich	steve_reich, stephen_michael_reich	United States composer (born in 1936)	0,609	12	8	NO																
wn:04073208n	bn:00067023n	n	release	release, uitgave, publicatie, muziek_release	merchandise issued for sale or public showing (especially a record or film)	0,554	11	7	YES																
wn:07035420n	bn:00067052n	n	religious_song	religieus_lied	religious music for singing	1	3	6	YES																
wn:11334317n	bn:00067104n	n	Tebaldi, Renata_Tebaldi	renata_tebaldi, tebaldi	Italian operatic soprano (born in 1922)	0,665	13	9	NO																
wn:00339463n	bn:00067139n	n	reordering	herschikken	a rearrangement in a different order	0,25	13	11	NO																
wn:01019901n	bn:00067176n	n	reproduction, replication	vermenigvuldiging	the act of making copies	0,667	11	9	YES																
wn:07391516n	bn:00067182n	n	report	rapport	a sharp explosive sound (especially the sound of a gun firing)	0,002	9	7	YES																
wn:04077430n	bn:00067213n	n	reproducer	reproducent	an audio system that can reproduce and amplify signals to produce sound	1	12	8	YES																
wn:07033913n	bn:00067255n	n	Requiem	Requiem	a musical setting for a Mass celebrating the dead	0,855	4	7	YES																
wn:01042661n	bn:00067256n	n	Requiem	requiem, dodenmis	a Mass celebrated for the dead	0,591	11	9	NO																
wn:07028221n	bn:00067343n	n	resolution	resolutie	(music) a dissonant chord is followed by a consonant chord	0,833	2	6	YES																
wn:04988258n	bn:00067347n	n	resonance	resonantie	the quality imparted to voiced speech sounds by the action of the resonating chambers of the throat and mouth and nasal cavities	0,125	8	6	YES																
wn:06865177n	bn:00067374n	n	rest	rust, kalmte, rustteken	a musical notation indicating a silence of a specified duration	0,734	7	7	YES																
wn:04086446n	bn:00067577n	n	revolving_door, revolver	draaideur, tourniquet, revolver	"a door consisting of four orthogonal partitions that rotate about a central pivot; a door designed to equalize the air pressure in tall buildings"	0,555	14	10	NO																
wn:07056764n	bn:00067670n	n	rumba, rhumba	rumba	syncopated music in duple time for dancing the rumba	0,729	2	6	YES																
wn:10528816n	bn:00067685n	n	rhythm_and_blues_musician	rhythm_and_blues_muzikant	a performer (and sometimes composer) of rhythm and blues music	1	11	7	YES																
wn:06781811n	bn:00067697n	n	ribaldry	sekshumor, blauwe_humor, gemene, schunnige, blauwe_komedie, ribaldry	ribald humor	0,111	5	5	NO																
wn:11259777n	bn:00067719n	n	Rice, Sir_Tim_Rice, Timothy_Miles_Bindon_Rice	tim_rice, timothy_miles_bindon_rice, sir_tim_rice	English lyricist who frequently worked with Andrew Lloyd Webber (born in 1944)	0,346	11	7	NO																
wn:11267745n	bn:00067733n	n	Rodgers, Richard_Rodgers	richard_rodgers, richard_rogers, richard_charles_rodgers, rodgers	United States composer of musical comedies (especially in collaboration with Oscar Hammerstein II and with Lorenz Hart) (1902-1979)	0,354	12	8	NO																
wn:11313726n	bn:00067735n	n	Starr, Ringo_Starr, Starkey, Richard_Starkey	ringo_starr, richard_starkey, ringo_star, starkey, starr	rock star and drummer for the Beatles (born in 1940)	0,58	13	9	NO																
wn:11321647n	bn:00067736n	n	Strauss, Richard_Strauss	richard_strauss, richard_strauß, richard_george_strauss	"German composer of many operas; collaborated with librettist Hugo von Hoffmannsthal to produce several operas (1864-1949)"	0,434	12	8	NO																
wn:11369834n	bn:00067739n	n	Wagner, Richard_Wagner, Wilhelm_Richard_Wagner	richard_wagner, wagner, wilhelm_richard_wagner	German composer of operas and inventor of the musical drama in which drama and spectacle and music are fused (1813-1883)	0,31	12	8	NO																
wn:07045788n	bn:00067782n	n	riff	riff	"a jazz ostinato; usually provides a background for a solo improvisation"	0,871	5	9	YES																
wn:10531948n	bn:00067888n	n	ringmaster	spreekstalmeester, circusdirecteur, circusartist	the person in charge of performances in a circus ring	0,125	10	6	NO																
wn:11287016n	bn:00068019n	n	Schumann, Robert_Schumann, Robert_Alexander_Schumann	robert_schumann, robert_alexander_schumann	German romantic composer known for piano music and songs (1810-1856)	0,429	12	8	NO																
wn:07064715n	bn:00068049n	n	rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music	rock_n_roll, rock, rock-'n-roll, rockmuziek, rockmuzikant, rock_and_roll, rock-and-roll, rock_muziek, rock'n'roll, gitaarrock, rock-n-roll, rock_'n'_roll, rock__roll	"a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western"	0,803	3	6	YES																
wn:10535881n	bn:00068050n	n	rocker, rock_'n'_roll_musician	rock_'n'_roll_muzikant	a performer or composer or fan of rock music	1	11	7	YES																
wn:08250501n	bn:00068051n	n	rock_group, rock_band	rockband, rockgroep, ploeg, bar_band, instrumentaal_ensemble, muziek_ensemble, muziekgroep, muzikale_band, solo-project, rock_band, pop_rock_band, groep, muzikaal_ensemble, rock_bands, pop_band, solo-artiest	a band of musicians who play rock'n'roll music	0,894	9	7	YES																
wn:06892979n	bn:00068058n	n	rock_concert	rockconcert	a performance of rock music	0,9	10	8	YES																
wn:06592281n	bn:00068067n	n	rock_opera	rock_opera, rockopera, rockmusical, rock_musical, metal_opera, rock_opera's	"albums of rock music that aspired to the status of art; first appeared in the 1960s"	0,66	13	9	YES																
wn:10536416n	bn:00068075n	n	rock_star	rock_star	a famous singer of rock music	0,933	12	8	YES																
wn:07064537n	bn:00068078n	n	rockabilly	rockabilly, rockabilly_muziek	"a fusion of black music and country music that was popular in the 1950s; sometimes described as blues with a country beat"	0,712	3	6	YES																
wn:10535706n	bn:00068080n	n	rocker	rocker, rockers	a teenager or young adult in the 1960s who wore leather jackets and rode motorcycles	0,165	10	6	NO																
wn:11293805n	bn:00068122n	n	Sessions, Roger_Sessions, Roger_Huntington_Sessions	roger_sessions, sessies, roger_huntington_sessions	United States composer who promoted 20th century music (1896-1985)	0,386	12	8	NO																
wn:11269367n	bn:00068209n	n	Romberg, Sigmund_Romberg	sigmund_romberg, sigmond_romberg, zsigmund_romberg, siegmund_rosenberg, romberg	United States composer (born in Hungary) who composed operettas (1887-1951)	0,374	12	8	NO																
wn:07043968n	bn:00068216n	n	rondo, rondeau	rondo, rondeau, rondeel, rondelen, rondovorm	a musical form that is often the last movement of a sonata	0,747	3	6	YES																
wn:06380879n	bn:00068217n	n	rondeau, rondel	rondeau, rondel, iets_ronds, rondeaux	"a French verse form of 10 or 13 lines running on two rhymes; the opening phrase is repeated as the refrain of the second and third stanzas"	0,336	7	7	NO																
wn:06857591n	bn:00068369n	n	roulade	roulade	(music) an elaborate run of several notes sung to one syllable	0,875	2	6	YES																
wn:07053089n	bn:00068381n	n	round, troll	round, troll, canon, ronde	"a partsong in which voices follow each other; one voice starts and others join in one after another until all are singing different parts of the song at the same time"	0,698	4	8	YES																
wn:06692464n	bn:00068382n	n	round	ronde	an outburst of applause	1	6	6	YES																
wn:07053491n	bn:00068400n	n	roundelay	kort_liedje_met_een_refrein	a song in which a line or phrase is repeated as the refrain	0,273	3	7	YES																
wn:13257982n	bn:00068452n	n	royalty	aandeel_in_de_opbrengst, billijke_vergoeding, billijke_vergoedingen, royalty's, betaling_van_royalty's, royalty_betaling	payment to the holder of a patent or copyright or resource for the right to use their property	0,183	10	8	YES																
wn:15265423n	bn:00068456n	n	rubato	rubato, tempo_rubato	"a flexible tempo; not strictly on the beat"	0,879	8	6	YES																
wn:11293334n	bn:00068500n	n	Serkin, Rudolf_Serkin	rudolf_serkin, serkin	United States concert pianist (born in Czechoslovakia) (1903-1991)	0,551	12	8	NO																
wn:00897506n	bn:00068559n	n	run-through	run-through	an uninterrupted rehearsal	0,5	11	9	NO																
wn:07392783n	bn:00068649n	n	rustle, rustling, whisper, whispering	gesuis, geruis, ritseling, suizing, geritsel, ritselen	a light noise, like the noise of silk clothing or leaves blowing in the wind	0,2	9	7	YES																
wn:04123123n	bn:00068737n	n	sackbut	baroktrombone	a medieval musical instrument resembling a trombone	0,719	15	11	YES																
wn:07056895n	bn:00069055n	n	samba	samba, samba_muziek, pagode	music composed for dancing the samba	0,479	2	6	YES																
wn:04132603n	bn:00069066n	n	samisen, shamisen	shamisen, samisen, bachi	"a Japanese stringed instrument resembling a banjo with a long neck and three strings and a fretted fingerboard and a rectangular soundbox; played with a plectrum"	0,332	13	9	YES																
wn:07057001n	bn:00069244n	n	saraband	sarabande	music composed for dancing the saraband	1	2	6	YES																
wn:11361423n	bn:00069252n	n	Vaughan, Sarah_Vaughan	sarah_vaughan, sarah_vaughn, sarah_lois_vaughan, vaughan	United States jazz singer noted for her complex bebop phrasing and scat singing (1924-1990)	0,655	12	8	NO																
wn:04140064n	bn:00069408n	n	saw	zaag, zingende_zaag	hand tool having a toothed blade for cutting	0,576	13	9	NO																
wn:10554243n	bn:00069434n	n	saxophonist, saxist	saxofonist, saxofoonspeler, saxofoonspeelster, saxist	a musician who plays the saxophone	0,653	11	7	YES																
wn:10554846n	bn:00069488n	n	scalper	iemand_die_toegangskaarten_meestal_duur_doorverkoopt, ticket_scalperen, scalper, ticket_verkoop	someone who buys something and resells it at a price far above the initial cost	0,136	10	6	NO																
wn:00644156n	bn:00069504n	n	scanning		the act of systematically moving a finely focused beam of light or electrons over a surface in order to produce an image of it for analysis or transmission	0,2	12	10	NO																
wn:00547244n	bn:00069530n	n	scat, scat_singing	scat, scat_zingen, scatten, wegrennen	"singing jazz; the singer substitutes nonsense syllables for the words of the song and tries to sound like a musical instrument"	0,768	4	7	YES																
wn:07009808n	bn:00069553n	n	scene	scène, toneel	a subdivision of an act of a play	0,5	6	6	YES																
wn:07046917n	bn:00069583n	n	scherzo	scherzo, badinerie	a fast movement (usually in triple time)	0,83	3	7	YES																
wn:10557404n	bn:00069607n	n	schmuck, shmuck, schmo, shmo	schmuck, shmo, schmo, shmuck	(Yiddish) a jerk	0,5	11	7	NO																
wn:07057095n	bn:00069651n	n	schottische	schottische, schottisch	music performed for dancing the schottische	0,382	4	7	YES																
wn:07392982n	bn:00069819n	n	scrape, scraping, scratch, scratching	gekras, Scratch, kattengejank, kras, kattegejank, krassen, krabben	a harsh noise made by scraping	0,229	9	7	YES																
wn:07393161n	bn:00069842n	n	screech, screeching, shriek, shrieking, scream, screaming	scream, schreeuw, schreeuwen	a high-pitched noise resembling a human cry	0,935	9	7	YES																
wn:07393500n	bn:00069901n	n	scrunch	knerpen	a crunching noise	1	9	7	YES																
wn:07360211n	bn:00069958n	n	sea_change	fundamentele_verandering, sea_change, een	a profound transformation	0	9	7	NO																
wn:07031401n	bn:00070157n	n	secondo	secondo	the second or lower part of a duet (especially a piano duet)	1	3	7	YES																
wn:06392001n	bn:00070190n	n	section, subdivision	sectie	a self-contained part of a larger composition (written or musical)	0,766	1	5	YES																
wn:08216900n	bn:00070196n	n	section	sectie	a division of an orchestra containing all instruments of the same class	0,875	8	6	YES																
wn:06869271n	bn:00070284n	n	segno	dal_segno, segno	(music) a notation written at the beginning or end of a passage that is to be repeated	0,722	7	7	YES																
wn:08247935n	bn:00070557n	n	septet, septette	septet	seven performers or singers who perform together	1	8	6	YES																
wn:07042023n	bn:00070560n	n	septet, septette	septet	a musical composition written for seven performers	0,828	2	6	YES																
wn:07294699n	bn:00070572n	n	sequella	sequella	a secondary consequence	1	10	8	NO																
wn:07342383n	bn:00070576n	n	sequence	sequens, volgorde	several repetitions of a melodic phrase in different keys	0,901	9	7	YES																
wn:07053732n	bn:00070585n	n	serenade	serenade	a song characteristically played outside the house of a woman	0,333	3	7	YES																
wn:07057196n	bn:00070601n	n	serialism, serial_music	serialisme, seriële_muziek, seriele_muziek, seriële_compositie	20th century music that uses a definite order of notes as a thematic basis for a musical composition	0,75	1	5	YES																
wn:08247816n	bn:00070692n	n	sextet, sextette, sestet	sextet	six performers or singers who perform together	1	8	6	YES																
wn:07041902n	bn:00070694n	n	sextet, sextette, sestet	sextet	a musical composition written for six performers	0,929	2	6	YES																
wn:06869428n	bn:00070811n	n	sforzando	sforzando	(music) a notation written above a note and indicating that it is to be played with a strong initial attack	0,6	7	7	YES																
wn:00320486n	bn:00070840n	n	shadowing, tailing	afval, schaduwing, staart	the act of following someone secretly	0,5	11	9	NO																
wn:06860177n	bn:00070859n	n	trill, shake	triller	a note that alternates rapidly with another note a semitone above it	0,857	8	8	YES																
wn:06866599n	bn:00070924n	n	sharp	kruis, _, scherp	a musical notation indicating one half step higher than the note named	0,54	7	7	YES																
wn:04186624n	bn:00070944n	n	shawm	schalmei, herdersfluit	a medieval oboe	0,438	17	13	YES																
wn:06816106n	bn:00070987n	n	sheet_music	bladmuziek, partituur, muziek	a musical composition in printed or written form	0,579	2	6	YES																
wn:11300465n	bn:00070996n	n	Silverstein, Shel_Silverstein, Shelby_Silverstein	shel_silverstein, sheldon_allan_silverstein, silverstein, shelby_silverstein	United States poet and cartoonist remembered for his stories and poems for children (1932-1999)	0,31	11	7	NO																
wn:07012414n	bn:00071213n	n	shooting_script	draaiboek	the final detailed script for making a movie or TV program	0,333	7	7	NO																
wn:07393589n	bn:00071346n	n	shrilling	snerpend	a continuing shrill noise	1	9	7	YES																
wn:04990021n	bn:00071348n	n	shrillness, stridence, stridency	stridency, stridence	having the timbre of a loud high-pitched sound	1	8	6	YES																
wn:04249415n	bn:00071444n	n	snare_drum, snare, side_drum	snarentrom, snare_drum, kleine_trom, paradetrom, snaardrum, snare_trom, snaartrom, snare, snare_trommel, snaredrum, snaretrommel, side_drum, snarentrommel, snare_drums	a small drum with two heads and a snare stretched across the lower head	0,526	14	10	YES																
wn:09501737n	bn:00071490n	n	Siegfried	siegfried	"(German mythology) mythical German warrior hero of the Nibelungenlied who takes possession of the accursed treasure of the Nibelungs by slaying the dragon that guards it and awakens Brynhild and is eventually killed; Sigurd is the Norse counterpart"	0,534	11	9	NO																
wn:07029088n	bn:00071549n	n	signature, signature_tune, theme_song	titelmuziek, herkenningsmelodie, kenwijsje, themalied, titelsong, titellied, theme_tune, thema_muziek, theme_songs	a melody used to identify a performer or a dance band or radio/tv program	0,402	2	6	YES																
wn:15250580n	bn:00071641n	n	silver_jubilee	zilveren_jubileum	an anniversary celebrating the passage of 25 years	0,5	11	9	NO																
wn:01255648n	bn:00071727n	n	singalong, singsong	singalong, meezingen, sing-a-long, zingt, sing-along	informal group singing of popular songs	0,456	11	9	YES																
wn:10599806n	bn:00071731n	n	singer, vocalist, vocalizer, vocaliser	zanger, zangeres	a person who sings	0,586	11	7	YES																
wn:00545501n	bn:00071734n	n	singing, vocalizing	zang, zingen, zanger, zangkunst, vocals, vrouwelijke_zang, cleane_zang, zangers, vocalisten, harmonie_zang, vocalizing	the act of singing vocal music	0,573	10	8	YES																
wn:06872122n	bn:00071736n	n	singing_voice	zangstem, voice_classificatie	the musical quality of the voice while singing	0,83	4	4	YES																
wn:11395773n	bn:00071810n	n	Wood, Sir_Henry_Wood, Sir_Henry_Joseph_Wood	henry_wood, sir_henry_joseph_wood, sir_henry_wood	English conductor (1869-1944)	0,664	12	8	NO																
wn:11373231n	bn:00071821n	n	Walton, William_Walton, Sir_William_Walton, Sir_William_Turner_Walton	william_walton, william_turner_walton, sir_william_walton, sir_william_turner_walton	English composer (1902-1983)	0,444	12	8	NO																
wn:10603851n	bn:00071855n	n	sitar_player	sitarspeler	a musician who plays the sitar	1	11	7	YES																
wn:07393919n	bn:00071894n	n	sizzle	sissen	a sizzling noise	1	9	7	YES																
wn:00527319n	bn:00071901n	n	skank	skank	a rhythmic dance to reggae music performed by bending forward and extending the hands while bending the knees	0,813	10	8	YES																
wn:07066459n	bn:00071962n	n	skiffle	skiffle	"a style of popular music in the 1950s; based on American folk music and played on guitars and improvised percussion instruments"	0,676	3	6	YES																
wn:08250635n	bn:00071963n	n	skiffle_group	skiffle_group	a band of musicians who play skiffle	0,681	9	7	YES																
wn:07394115n	bn:00072045n	n	slam	klap	the noise made by the forceful impact of two objects	0,5	9	7	YES																
wn:00527498n	bn:00072047n	n	slam_dancing, slam_dance	moshen, moshpit, moshpitten, wall_of_death, slam_dansen, mosh, mosh_pit, slam_dance, moshing, slam_dans	"a form of dancing in which dancers slam into one another; normally performed to punk rock"	0,75	10	8	YES																
wn:04236702n	bn:00072129n	n	sleeve		small case into which an object fits	0,2	12	8	NO																
wn:06857264n	bn:00072151n	n	swoop, slide	schleifer	(music) rapid sliding up or down the musical scale	1	3	7	YES																
wn:14498972n	bn:00072368n	n	smuttiness, sootiness	sootiness	the state of being dirty with soot	0,5	9	7	NO																
wn:07394236n	bn:00072392n	n	snap	knip	the noise produced by the rapid movement of a finger from the tip to the base of the thumb on the same hand	0,4	9	7	YES																
wn:07394478n	bn:00072445n	n	snore	gesnurk, snurken, gesnork, geronk	the rattling noise produced when snoring	1	9	7	NO																
wn:13285101n	bn:00072497n	n	soap		money offered as a bribe	0,5	11	9	NO																
wn:06867880n	bn:00072710n	n	tonic_solfa, solfa	solfa, tonic_solfa, notenleer	a system of solmization using the solfa syllables: do, re, mi, fa, sol, la, ti	0,526	8	8	YES																
wn:01255935n	bn:00072712n	n	solmization, solfege, solfeggio	solfège, notenleer, solfege	singing using solfa syllables to denote the notes of the scale of C major	0,55	11	9	YES																
wn:01255808n	bn:00072713n	n	solfege, solfeggio	solfege	"a voice exercise; singing scales or runs to the same syllable"	0,667	11	9	YES																
wn:06867675n	bn:00072743n	n	solmization, solmisation	solmisatie, solmisation, solmization	a system of naming the notes of a musical scale by syllables instead of letters	0,381	7	7	YES																
wn:07040939n	bn:00072745n	n	solo	solo, obligaatstem, solopartij, obligaat	a musical composition for one voice or instrument (with or without accompaniment)	0,909	2	6	YES																
wn:10623650n	bn:00072749n	n	soloist	solist, obligaat, obligatist, solozanger	a musician who performs a solo	0,905	11	7	YES																
wn:07044088n	bn:00072789n	n	sonata	sonate, sonata, sonates	a musical composition of 3 or 4 movements of contrasting forms	0,72	3	6	YES																
wn:05932282n	bn:00072790n	n	sonata_form	sonatevorm, hoofdvorm, reprise, doorwerking, expositie, sonate-allegro_vorm	"a musical form having 3 sections -- exposition and development and recapitulation; characteristic of 1st movement of a sonata or symphony"	0,859	12	10	YES																
wn:07044680n	bn:00072791n	n	sonatina	sonatine, sonatina	a short and simple sonata	0,807	4	7	YES																
wn:11308396n	bn:00072792n	n	Sondheim, Stephen_Sondheim	stephen_sondheim, sondheim	United States composer of musicals (born in 1930)	0,311	12	8	NO																
wn:07048000n	bn:00072794n	n	song, vocal	lied, liedje, een_appel_en_een_ei, zang, nummer, song, liedjes	a short musical composition with words	0,525	2	6	YES																
wn:00546389n	bn:00072796n	n	song, strain	zang	the act of singing	0,667	10	8	YES																
wn:10624310n	bn:00072803n	n	songster	zanger	a person who sings	0,75	12	8	YES																
wn:10625546n	bn:00072830n	n	soprano	sopraan, sopraanzanger, sopranist, sopraanzangeres, mannensopraan	a female singer	0,832	12	8	YES																
wn:06873139n	bn:00072831n	n	soprano	sopraan, sopraanstem	"the highest female voice; the voice of a boy before puberty"	0,5	5	5	YES																
wn:06863326n	bn:00072833n	n	soprano_clef	sopraansleutel	a clef that puts middle C on the bottom line of the staff	0,709	8	8	YES																
wn:14499111n	bn:00072843n	n	sordidness, squalor, squalidness	smerigheid, weerzinwekkende_vuiligheid, squalidness	sordid dirtiness	1	9	7	NO																
wn:04264050n	bn:00072844n	n	sourdine, sordino	demper	a mute for a violin	0,65	13	9	YES																
wn:05929461n	bn:00072882n	n	soubrette	soubrette	a minor female role as a pert flirtatious lady's maid in a comedy	0,634	12	10	NO																
wn:07061968n	bn:00072888n	n	soul	soul, soul_music, soulmuziek, soul_muziek	a secular form of gospel that was a major Black musical genre in the 1960s and 1970s	0,79	3	6	YES																
wn:05917869n	bn:00072900n	n	sound_effect	geluidseffect, geluidseffecten	an effect that imitates a sound called for in the script of a play	0,323	10	8	YES																
wn:01020362n	bn:00072906n	n	sound_reproduction	geluidsweergave, geluidsopnamen, audio_opslag, geluidsopname_en_weergave, opgenomen_geluid	the reproduction of sound	0,252	12	10	YES																
wn:07394814n	bn:00073160n	n	spatter, spattering, splatter, splattering, sputter, splutter, sputtering	gesputter, sputteren	the noise of something spattering or sputtering explosively	1	9	7	YES																
wn:05128219n	bn:00073238n	n	spectrum		a broad range of related objects or values or qualities or ideas or activities	0,333	9	7	NO																
wn:04982745n	bn:00073256n	n	speechlessness	sprakeloosheid	the property of being speechless	1	8	6	NO																
wn:13978166n	bn:00073466n	n	stir, splash		a prominent or sensational but short-lived news event	0,333	8	6	NO																
wn:06392787n	bn:00073584n	n	sports_section	sportpagina	the section of a newspaper that reports on sports	0,5	2	6	NO																
wn:06396644n	bn:00073588n	n	spot	spot	a short section or illustration (as between radio or tv programs or in a magazine) that is often used for advertising	0,25	2	6	NO																
wn:06396468n	bn:00073589n	n	spot		a section of an entertainment that is assigned to a specific performer or performance	0,667	2	6	NO																
wn:07281871n	bn:00073632n	n	sprechgesang, sprechstimme	sprechgesang, spreekkoor, sprechstimme, zingzeggen	a style of dramatic vocalization between singing and speaking	0,699	4	4	YES																
wn:07062451n	bn:00073717n	n	square-dance_music	square-dance_muziek	music performed for square dancing	1	4	7	YES																
wn:07395446n	bn:00073744n	n	squawk	kreet	the noise of squawking	0,111	9	7	YES																
wn:07395867n	bn:00073775n	n	squish	zuigen	the noise of soft mud being walked on	0,5	9	7	YES																
wn:06861860n	bn:00073805n	n	staff, stave	notenbalk, balk, staf, vers, strofe, notenbalknotatie	(music) the system of five horizontal lines on which the musical notes are written	0,643	7	7	YES																
wn:04298171n	bn:00073853n	n	stairs, steps	trap, trappen, aantrede, stappen	a flight of stairs or a flight of steps	0,178	11	7	NO																
wn:00320625n	bn:00073870n	n	stalk, stalking		the act of following prey stealthily	1	11	9	NO																
wn:07029819n	bn:00074034n	n	statement	expositie	(music) the presentation of a musical theme	1	3	7	YES																
wn:08250750n	bn:00074127n	n	steel_band	stalen_band, stalen_pan, steelband, stalen_vaten, steelpan	a band that plays instruments made from the heads of oil drums (Caribbean Islands)	0,43	9	7	YES																
wn:04315948n	bn:00074217n	n	stereo, stereophony, stereo_system, stereophonic_system	stereo, stereo-installatie, hifiinstallatie, hifi-installatie, installatie, hi-fi-installatie, geluidsinstallatie, stereophonic_systeem, stereofonie, stereotoren, stereo_geluid, stereogeluid	reproducer in which two microphones feed two or more loudspeakers to give a three-dimensional effect to the sound	0,323	13	9	YES																
wn:13978344n	bn:00074459n	n	storm, tempest	storm	a violent commotion or disturbance	1	8	6	NO																
wn:13978601n	bn:00074461n	n	storm_center, storm_centre		a center of trouble or disturbance	1	8	6	NO																
wn:04330998n	bn:00074489n	n	Stradavarius, Strad	strad, stradavarius	a violin made by Antonio Stradivari or a member of his family	0,317	15	11	YES																
wn:05932062n	bn:00074532n	n	strand		a pattern forming a unity within a larger structural whole	0	8	6	NO																
wn:07278775n	bn:00074571n	n	Stravinsky		the music of Stravinsky	1	1	5	NO																
wn:08248747n	bn:00074690n	n	string_orchestra	strijkorkest, strijkersenemble	an orchestra playing only stringed instruments	0,942	9	7	YES																
wn:08247561n	bn:00074691n	n	string_quartet, string_quartette	strijkkwartet, strijkkwartetten, snaar_quartette	an instrumental quartet with 2 violins and a viola and a cello	0,809	9	7	YES																
wn:08217302n	bn:00074692n	n	string_section, strings	strings, strijkers, koordregeling, strijkinstrumenten, snaren	the section of an orchestra that plays stringed instruments	0,389	9	7	YES																
wn:07048627n	bn:00074795n	n	study	studie, voorstudie, etude, etudes	a composition intended to develop one aspect of the performer's technique	0,88	2	6	YES																
wn:04346679n	bn:00074845n	n	stylus	pick-upnaald, grammofoonnaald, naald, stylus	a sharp pointed device attached to the cartridge of a record player	0,037	11	7	YES																
wn:05860975n	bn:00075003n	n	subtotal	subtotaal	the sum of part of a group of numbers	0,5	11	9	NO																
wn:07047011n	bn:00075108n	n	suite	suite, suites, orkestrale_suite	a musical composition of several movements only loosely connected	0,738	2	6	YES																
wn:06347811n	bn:00075306n	n	supertitle, surtitle	boventiteling, surtitle, supertitle	translation of the words of a foreign opera (or choral work) projected on a screen above the stage	0,421	8	8	YES																
wn:04990692n	bn:00075575n	n	swell		a crescendo followed by a decrescendo	1	9	7	YES																
wn:07396530n	bn:00075624n	n	swoosh, whoosh	gesuis, swoosh, whoosh	the noise produced by the sudden rush of a fluid (a gas or liquid)	0,2	9	7	NO																
wn:07044760n	bn:00075673n	n	symphony, symphonic_music	symfonie, symfonieën, symfonische_muziek, symphonie, symfonieen, sinfonia_concertante, kamersymfonie, symfonische	a long and complex sonata for symphony orchestra	0,76	4	7	YES																
wn:07047373n	bn:00075674n	n	symphonic_poem, tone_poem	symfonisch_gedicht, toon_gedicht	an orchestral composition based on literature or folk tales	0,333	2	6	YES																
wn:10686517n	bn:00075675n	n	symphonist	symfonicus	a composer of symphonies	1	12	8	YES																
wn:10713686n	bn:00075680n	n	toastmaster, symposiarch	toastmaster, symposiarch	the person who proposes toasts and introduces speakers at a banquet	0,05	10	6	NO																
wn:07087223n	bn:00075705n	n	syncopation	syncopatie	a musical rhythm accenting a normally weak beat	0,667	8	6	YES																
wn:07057385n	bn:00075706n	n	syncopation	syncope, syncoop, syncopen, gesyncopeerde	music (especially dance music) that has a syncopated rhythm	0,755	1	5	YES																
wn:10686694n	bn:00075707n	n	syncopator	syncopator	a musician who plays syncopated jazz music (usually in a dance band)	0,857	12	8	YES																
wn:04376400n	bn:00075745n	n	synthesizer, synthesiser	synthesizer, synthesizers, synthesizer_reparatie, synth_pad, arpeggiator, toetsenbord_synthesizer, bas_synthesizer, lint_controller, synth_bass, adsr_envelope, audio-synthese, envelope_generator, synths, patch, synth, muziek_synthesizer, geluid_synthese	(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments	0,571	13	9	YES																
wn:07281635n	bn:00075799n	n	Ta'ziyeh	ta'ziyeh	"(Islam) a form of Iranian musical pageant that is the theatrical expression of religious passion; based on the Battle of Kerbala and performed annually (in Farsi)"	0,043	1	5	YES																
wn:06816335n	bn:00075811n	n	tablature	tabulatuur, tablatuur, greepschrift, tab	a musical notation indicating the fingering to be used	0,561	7	7	YES																
wn:11329808n	bn:00075981n	n	Tallis, Thomas_Tallis	thomas_tallis	"English organist and composer of church and secular music; was granted a monopoly in music printing with William Byrd (1505-1585)"	0,249	12	8	NO																
wn:04387400n	bn:00076001n	n	tambourine	tamboerijn, beltrom, rinkelbom, handtrom_met_schellen, buben, tamboerijnen	a shallow drum with a single drumhead and with metallic disks in the sides	0,408	14	10	YES																
