wn_synset	babelnet_id	pos	lemmata en	lemmata es	definition	confidence	dist_from_music	dist_from_entity	ANNOTATION
wn:09837360n	bn:00008317n	n	bandmaster	director_de_banda, director_de_orquesta, músico_mayor	the conductor of a band	0.355	12	8	YES
wn:09837201n	bn:00008316n	n	bandleader	director_de_banda, lider_de_banda, líder_de_banda	the leader of a dance band	0.946	12	8	YES
wn:10531948n	bn:00067888n	n	ringmaster	director_de_circo, jefe_de_pista, maestro_de_ceremonias	the person in charge of performances in a circus ring	0.125	10	6	NO
wn:09952539n	bn:00021678n	n	conductor, music_director, director	director_de_orquesta, directora_de_orquesta	the person who leads a musical group	0.791	11	7	YES
wn:07032026n	bn:00026485n	n	descant, discant	discanto	a decorative musical accompaniment (often improvised) added above a basic melody	0.75	4	8	YES
wn:07059626n	bn:00027490n	n	disco, disco_music	disco, música_disco	popular dance music (especially in the late 1970s); melodic with a regular bass beat; intended mainly for dancing at discotheques	0.739	3	6	YES
wn:06592078n	bn:00021548n	n	concept_album	disco_conceptual, álbum_conceptual	an album whose recordings are unified by some theme (instrumental or lyrical or narrative or compositional)	0.789	12	8	YES
wn:03924069n	bn:00027454n	n	phonograph_record, phonograph_recording, record, disk, disc, platter	disco_de_vinilo, disco_de_vinil, disco_vinilo, plato, registro, vinilo, grabación_en_vinilo	sound recording consisting of a disk with a continuous groove; used to reproduce music by rotating while a phonograph needle tracks in the groove	0.424	14	10	YES
wn:06591815n	bn:00002488n	n	album, record_album	disco_musical, álbum, álbum_musical, álbum_de_música, álbum_de_estudio, álbum_discográfico	one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc	0.589	11	7	YES
wn:06851516n	bn:00049558n	n	label, recording_label	discografica, sello_discografico, sello_discográfico	trade name of a company that produces musical recordings	0.663	9	7	NO
wn:07240077n	bn:00046246n	n	inaugural_address, inaugural	discurso_inaugural, inaugural	an address delivered at an inaugural ceremony (especially by a United States president)	0.0	9	7	NO
wn:10017272n	bn:00027461n	n	disk_jockey, disc_jockey, dj	disk_jockey, diskjockey, disyoquei, disyoquey, dj, pinchadiscos, pincha	a person who announces and plays popular recorded music	0.572	10	6	YES
wn:07030549n	bn:00027160n	n	diminution	disminución, diminución	the statement of a theme in notes of lesser duration (usually half the length of the original)	0.852	4	8	YES
wn:05720248n	bn:00027739n	n	noise, dissonance, racket	disonancia, estruendo, ruido, estrépito	the auditory experience of sound that lacks musical quality; sound that is a disagreeable auditory experience	1.0	11	9	YES
wn:01164561a	bn:00101590a	a	unresolved, dissonant	disonante	characterized by musical dissonance; harmonically unresolved	1.0	99	99	YES
wn:11512144n	bn:00003670n	n	nonlinear_distortion, amplitude_distortion	distorsión no lineal	distortion that occurs when the output signal does not have a linear relation to the input signal	0.053	12	8	YES
wn:07239428n	bn:00027834n	n	dithyramb	ditirambo	a wildly enthusiastic speech or piece of writing	0.0	5	5	NO
wn:10471732n	bn:00027843n	n	prima_donna, diva	diva, prima_donna, prima_dona, primadona	a distinguished female operatic singer; a female operatic star	0.605	13	9	YES
wn:07042586n	bn:00027873n	n	divertimento, serenade	divertimento, divertissement, serenata	a musical composition in several movements; has no fixed form	0.713	2	6	YES
wn:11000012n	bn:00027952n	n	Gillespie, Dizzy_Gillespie, John_Birks_Gillespie	dizzie_gillespie, dizzy_gillespie, gillespie, john_birks_gillespie	United States jazz trumpeter and exponent of bebop (1917-1993)	0.674	12	8	NO
wn:06864900n	bn:00028361n	n	double_bar	doble barra	notation marking the end of principal parts of a musical composition; two adjacent bar lines	0.746	7	7	YES
wn:07386194n	bn:00049319n	n	knell	doble, knell, toque_de_difuntos	the sound of a bell rung slowly to announce a death or a funeral or the end of something	0.125	9	7	YES
wn:07057539n	bn:00000021n	n	twelve-tone_music, 12-tone_music, twelve-tone_system, 12-tone_system	dodecafónico, dodecafonismo, dodecafonía, música_dodecafónica	a type of serial music introduced by Arnold Schoenberg; uses a tone row formed by the twelve semitones of the chromatic scale (and inverted or backward versions of the row)	0.722	2	6	YES
wn:03586448n	bn:00047509n	n	iron_maiden	doncella_de_hierro, iron_maiden	instrument of torture consisting of a hollow iron frame shaped like the human body and lined with spikes to impale the victim	0.02	14	10	NO
wn:10939360n	bn:00028226n	n	Donizetti, Gaetano_Donizetti	donizetti, gaetano_donizetti	Italian composer of operas (1797-1848)	0.483	12	8	NO
wn:07061677n	bn:00028239n	n	doo-wop	doo_wop	a genre (usually a cappella) of Black vocal-harmony music of the 1950s that evolved in New York City from gospel singing; characterized by close four-part harmonies; the name derived from some of the nonsense syllables sung by the backup	0.751	5	8	YES
wn:11190024n	bn:00028442n	n	Moore, Douglas_Moore	douglas_moore	United States composer of works noted for their use of the American vernacular (1893-1969)	0.303	12	8	NO
wn:10941992n	bn:00028468n	n	Dowland, John_Dowland	dowland, john_dowland	English lutenist and composer of songs for the lute (1563-1626)	0.477	12	8	NO
wn:07026920n	bn:00056460n	n	musical_drama	drama_musical	opera in which the musical and dramatic elements are equally important; the music is appropriate to the action	0.8	4	7	YES
wn:07041451n	bn:00029059n	n	duet, duette, duo	dueto_musical, dueto, dúo, dúo_musical	a musical composition for two performers	0.827	2	6	YES
wn:10944593n	bn:00029073n	n	Dukas, Paul_Dukas	dukas, p.dukas, p_dukas, paul_dukas	French composer (1865-1935)	0.49	12	8	NO
wn:10958010n	bn:00029076n	n	Ellington, Duke_Ellington, Edward_Kennedy_Ellington	duke_ellington, edward_kennedy_ellington, ellington	United States jazz composer and piano player and bandleader (1899-1974)	0.55	12	8	NO
wn:08247021n	bn:00029058n	n	duet, duette, duo	dúo	two performers or singers who perform together	0.667	8	6	YES
wn:11360534n	bn:00029743n	n	Varese, Edgar_Varese	edgar_varese, varese, edgar_varèse	United States composer (born in France) whose music combines dissonance with complex rhythms and the use of electronic techniques (1883-1965)	0.5	12	8	NO
wn:11234152n	bn:00029767n	n	Piaf, Edith_Piaf, Edith_Giovanna_Gassion, Little_Sparrow	edith_giovanna_gassion, edith_piaf, little_sparrow, piaf, édith_piaf, édith_giovanna_gassion	French cabaret singer (1915-1963)	0.239	12	8	NO
wn:11016199n	bn:00029817n	n	Grieg, Edvard_Grieg, Edvard_Hagerup_Grieg	edvard_grieg, edvard_h._grieg, edvard_hagerup_grieg, edward_grieg, grieg	Norwegian composer whose work was often inspired by Norwegian folk music (1843-1907)	0.44	12	8	NO
wn:10956134n	bn:00030344n	n	Elgar, Sir_Edward_Elgar, Sir_Edward_William_Elgar	edward_elgar, edward_william_elgar, elgar, sir_edward_elgar	British composer of choral and orchestral works including two symphonies as well as songs and chamber music and music for brass band (1857-1934)	0.463	12	8	NO
wn:11147185n	bn:00029840n	n	MacDowell, Edward_MacDowell	edward_macdowell	United States composer best remembered as a composer of works for the piano (1860-1908)	0.548	12	8	NO
wn:05917869n	bn:00072900n	n	sound_effect	efecto_de_audio, efecto_de_sonido, efecto_sonoro	an effect that imitates a sound called for in the script of a play	0.323	10	8	YES
wn:09735790n	bn:00029883n	n	effendi	efendi	a former Turkish term of respect; especially for government officials	0.022	12	8	NO
wn:11407048n	bn:00029906n	n	Zimbalist, Efrem_Zimbalist	efrem_zimbalist, zimbalist	United States violinist (born in Russia) (1889-1985)	0.47	12	8	NO
wn:00540396n	bn:00029994n	n	eightsome	eightsome	a Scottish reel for eight dancers	1.0	15	13	YES
wn:10967152n	bn:00029995n	n	Farrell, Eileen_Farrell	eileen_farrell, farrell	United States operatic soprano noted for the clarity and power of her voice (1920-2002)	0.692	13	9	NO
wn:01724459v	bn:00091712v	v	play, spiel	ejecutar, interpretar, tocar	replay (as a melody)	1.0	99	99	YES
wn:01649605v	bn:00093033v	v	riff	ejecutar_riffs	play riffs	1.0	99	99	YES
wn:07042405n	bn:00054527n	n	Messiah	el_mesias, hwv_56, messiah, el_mesías	an oratorio composed by Handel in 1742	0.669	4	7	NO
wn:11035780n	bn:00036272n	n	Haydn, Joseph_Haydn, Franz_Joseph_Haydn	el_poder_musical, franz_joseph_haydn, haydn, jadyan, joseph_haydn	prolific Austrian composer who influenced the classical form of the symphony (1732-1809)	0.484	12	8	NO
wn:11246040n	bn:00030444n	n	Presley, Elvis_Presley, Elvis_Aron_Presley	el_rey_del_rock, elvis_aaron_presley, elvis_presley, ginger_alden	United States rock singer whose many hit records and flamboyant style greatly influenced American popular music (1935-1977)	0.377	13	9	NO
wn:11192533n	bn:00047932n	n	Morrison, Jim_Morrison, James_Douglas_Morrison	el_rey_lagarto, james_clarke, james_douglas_morrison_clarke, james_douglas_morrison, jim_morrison	United States rock singer (1943-1971)	0.303	13	9	NO
wn:10971981n	bn:00030400n	n	Fitzgerald, Ella_Fitzgerald	ella_fitzgerald	United States scat singer (1917-1996)	1.0	12	8	NO
wn:02437462a	bn:00105607a	a	keyed	en_clave	set to a key or tone	1.0	99	99	YES
wn:09789304n	bn:00003586n	n	amorist	enamorado, eterno_enamorado, romántico	one dedicated to love and lovemaking especially one who writes about love	0.25	10	6	NO
wn:10959074n	bn:00030832n	n	Enesco, Georges_Enesco, George_Enescu	enesco, george_enescu, georges_enesco	Romanian violinist and composer (1881-1955)	0.495	12	8	NO
wn:11066621n	bn:00030846n	n	Humperdinck, Engelbert_Humperdinck	engelbert_humperdinck	German composer of six operas and other incidental music (1854-1921)	0.497	12	8	NO
wn:04982745n	bn:00073256n	n	speechlessness	enmudecimiento, mudez	the property of being speechless	1.0	8	6	NO
wn:10885487n	bn:00016352n	n	Caruso, Enrico_Caruso	enrico_caruso, enrique_caruso, karuzo_enriko	outstanding Italian operatic tenor (1873-1921)	0.445	13	9	NO
wn:00897026n	bn:00028948n	n	rehearsal, dry_run	ensayo	a practice session in preparation for a public performance (as of a play or speech or concert)	0.306	10	8	YES
wn:00897365n	bn:00028686n	n	dress_rehearsal	ensayo_general	a full uninterrupted rehearsal in costumes shortly before the first performance	0.283	11	9	NO
wn:00897506n	bn:00068559n	n	run-through	ensayo_general	an uninterrupted rehearsal	0.5	11	9	NO
wn:01254978n	bn:00047255n	n	intonation	entonación	singing by a soloist of the opening piece of plainsong	1.0	11	9	YES
wn:01254685n	bn:00017702n	n	intonation, chanting	entonación	the act of singing in a monotonous tone	0.267	11	9	YES
wn:01066775v	bn:00084795v	v	tone, chant, intone	entonar	utter monotonously and repetitively and rhythmically	0.667	99	99	YES
wn:00429048n	bn:00003693n	n	entertainment, amusement	entretenimiento, diversión	an activity that is diverting and that holds the attention	0.104	9	7	YES
wn:10448568n	bn:00063265n	n	poisoner	envenenador	someone who kills with poison	0.333	9	5	NO
wn:06396330n	bn:00031225n	n	episode	episodio	a brief section of a literary or dramatic work that forms part of a connected series	0.8	2	6	YES
wn:10853413n	bn:00011307n	n	Bloch, Ernest_Bloch	ernest_bloch	United States composer (born in Switzerland) who composed symphonies and chamber music and choral music and a piano sonata and an opera (1880-1959)	0.369	12	8	NO
wn:11287437n	bn:00031457n	n	Schumann-Heink, Ernestine_Schumann-Heink	ernestine_schumann-heink, ernestine_schumann_heink, schumann_heink, ernestine_amalie_pauline_röhsler	United States operatic contralto (1861-1936)	0.361	13	9	NO
wn:06861315n	bn:00037282n	n	gapped_scale	escala incompleta	a musical scale with fewer than seven notes	0.764	8	8	YES
wn:05128096n	bn:00037233n	n	gamut	escala, gama	a complete extent or range: "a face that expressed a gamut of emotions"	1.0	9	7	NO
wn:06861196n	bn:00018867n	n	chromatic_scale	escala_cromática, escala_dodecáfona, escala_duodécuple	a 12-note scale including all the semitones of the octave	0.669	8	8	YES
wn:06860826n	bn:00052883n	n	major_scale, major_diatonic_scale	escala_mayor, modo_mayor, tonalidad_mayor, modo_jónico, escala_diatónica_mayor	a diatonic scale with notes separated by whole tones except for the 3rd and 4th and 7th and 8th	0.657	10	10	YES
wn:06861020n	bn:00055200n	n	minor_scale, minor_diatonic_scale	escala_menor, modo_menor, tonalidad_menor, escala_diatónica_menor	a diatonic scale with notes separated by whole tones except for the 2nd and 3rd and 5th and 6th	0.643	10	10	YES
wn:06856568n	bn:00056469n	n	scale, musical_scale	escala_musical, escala, gama	(music) a series of notes differing in pitch according to a specific scheme (usually within an octave)	0.76	7	7	YES
wn:04298171n	bn:00073853n	n	stairs, steps	escalera	a flight of stairs or a flight of steps	0.178	11	7	NO
wn:03632277n	bn:00049652n	n	ladder	escalera_de_mano, escalera	steps consisting of two parallel members connected by rungs; for climbing up or down	0.007	12	8	NO
wn:07009808n	bn:00069553n	n	scene	escena	a subdivision of an act of a play	0.5	6	6	YES
wn:07053606n	bn:00008435n	n	scolion, banquet_song	escolión, música para banquete	a song (sometimes improvised) sung by guests at a banquet	0.148	3	7	YES
wn:01706488v	bn:00093355v	v	score	escribir_una_partitura, instrumentar	write a musical score for	1.0	99	99	YES
wn:05128219n	bn:00073238n	n	spectrum	espectro	a broad range of related objects or values or qualities or ideas or activities	0.333	9	7	NO
wn:04537436n	bn:00060211n	n	virginal, pair_of_virginals	espineta, virginal	a legless rectangular harpsichord; played (usually by women) in the 16th and 17th centuries	0.287	15	11	YES
wn:02185988v	bn:00091841v	v	pop	estallar, reventar	make a sharp explosive noise	1.0	99	99	YES
wn:07376257n	bn:00008250n	n	bang, clap, eruption, blast, bam	estallido, golpe, zarpazo, zumbido, explosión, percusión	a sudden very loud noise	0.667	9	7	YES
wn:07391516n	bn:00067182n	n	report	estampido	a sharp explosive sound (especially the sound of a gun firing)	0.002	9	7	YES
wn:04315948n	bn:00074217n	n	stereo, stereophony, stereo_system, stereophonic_system	estéreo, sistema_estereofónico	reproducer in which two microphones feed two or more loudspeakers to give a three-dimensional effect to the sound	0.323	13	9	YES
wn:07087346n	bn:00066540n	n	recitative	estilo_de_recitativo, recitado, recitativo	a vocal passage of narrative text that a singer delivers with natural rhythms of speech	0.69	3	7	YES
wn:10121246n	bn:00018678n	n	garroter, garrotter, strangler, throttler, choker	estrangulador	someone who kills by strangling	0.5	9	5	NO
wn:10378290n	bn:00059112n	n	opera_star, operatic_star	estrella_de_ópera	singer of lead role in an opera	0.75	12	8	YES
wn:10536416n	bn:00068075n	n	rock_star	estrella_de_rock, estrella_del_rock	a famous singer of rock music	0.933	12	8	YES
wn:04073208n	bn:00067023n	n	release	estreno, lanzamiento, publicación, publicación_musical	merchandise issued for sale or public showing (especially a record or film)	0.554	11	7	YES
wn:07380473n	bn:00019594n	n	clatter	estrépito	a rattling noise (often produced by rapid movement)	0.75	9	7	YES
wn:04990021n	bn:00071348n	n	shrillness, stridence, stridency	estridencia	having the timbre of a loud high-pitched sound	1.0	8	6	YES
wn:07377473n	bn:00011127n	n	blare, blaring, cacophony, clamor, din	estridencia, estruendo, fragor, jaleo, cacofonía, estrépito	a loud harsh or strident noise	0.5	9	7	YES
wn:00199333r	bn:00116790r	r	raucously	estridentemente, de_manera_estridente	with a raucous sound	1.0	99	99	YES
wn:07380144n	bn:00019432n	n	clang, clangor, clangour, clangoring, clank, clash, crash	estruendo, estrépito	a loud resonant repeating noise	1.0	9	7	YES
wn:07390945n	bn:00065847n	n	racket	estruendo, estrépito	a loud and disturbing noise	1.0	9	7	YES
wn:13978709n	bn:00037296n	n	tumult, tumultuousness, uproar, garboil	estruendo, tumulto	a state of commotion and noise and confusion	0.75	8	6	YES
wn:07048627n	bn:00074795n	n	study	estudio	a composition intended to develop one aspect of the performer's technique	0.88	2	6	YES
wn:07043518n	bn:00031755n	n	etude	estudio, étude	a short composition for a solo instrument; intended as an exercise or to demonstrate technical virtuosity	0.885	2	6	YES
